Reading_ID,Timestamp,Machine_ID,Equipment_Type,Location,Shift,Temperature,Pressure,Vibration,Humidity,Voltage,Current,RPM,Power_Consumption,Machine_Status,Age_Years,Maintenance_Due,Last_Maintenance_Days,Operating_Hours,Load_Percent,Ambient_Temp,Oil_Level,Noise_Level,Uptime_Hours,Downtime_Hours,Production_Count,Defect_Count,Sensor_ID,Firmware_Version,Anomaly_Flag,Temp_Rolling_Mean,Temp_Rolling_STD,Pressure_Rolling_Mean,Vibration_Rolling_Mean,Advanced_Predicted_Anomaly
RD106470,2024-04-05 20:57:00,MCH253,Pump,Plant C,Morning,92.83,8.08,40.54,32.46,224.98,42.32,1205,8.88,Faulty,18,No,78,1,45.49,40.35,22.86,95.36,1355,389,936,8,SEN2116,V4.9.3,0,67.70600000000007,20.959729960091888,7.198000000000002,33.934,0
RD586006,2024-04-06 08:21:00,MCH954,Pump,Plant A,Day,50.84,5.44,49.84,53.12,222.64,48.25,1458,24.7,Offline,8,YES,71,15,96.74,37.34,40.26,83.65,9491,274,809,10,SEN4151,V1.1.6,0,67.70600000000007,20.959729960091888,4.886000000000001,42.558,0
RD391773,2024-06-23 08:47:00,MCH291,Transformer,Plant A,Day,47.56,5.44,18.6,64.33,234.89,5.94,2555,30.34,Faulty,19,NO,6,22,43.84,41.82,61.59,88.06,7131,7,386,1,SEN1794,V4.5.6,0,67.70600000000007,20.959729960091888,4.886000000000001,37.239999999999995,0
RD627505,2024-06-12 06:24:00,MCH806,Motor,Plant B,Morning,60.14,3.17,19.88,73.08,245.16,6.53,1952,9.55,Faulty,14,yes,73,9,61.34,22.13,78.37,69.19,7444,98,904,8,SEN3678,V3.6.0,0,67.70600000000007,20.959729960091888,4.886000000000001,32.9,0
RD823797,2024-05-19 05:11:00,MCH198,Conveyor,Plant C,Morning,22.92,6.78,16.93,85.21,235.98,40.61,1077,1.78,Idle,19,YES,64,24,99.57,43.19,94.45,71.14,1761,109,896,5,SEN3572,V1.4.2,0,54.858000000000075,25.294333752838302,4.886000000000001,29.157999999999998,0
RD429379,2024-06-28 01:13:00,MCH459,Turbine,Plant C,Night,61.56,5.06,25.61,56.72,238.03,25.14,1776,3.41,Offline,16,NO,75,13,82.35,20.41,45.39,44.63,509,92,642,5,SEN7402,V4.8.6,0,48.60400000000008,15.545857325988031,4.886000000000001,26.172000000000004,0
RD284308,2024-01-25 10:47:00,MCH761,Transformer,Plant B,Night,74.37,3.98,24.0,56.72,238.74,26.91,1222,43.01,Idle,18,No,33,23,90.91,17.29,26.03,41.12,8409,323,31,9,SEN7637,V5.3.0,0,53.31000000000007,19.460534422260228,4.886000000000001,21.003999999999998,0
RD139117,2024-04-30 14:19:00,MCH810,CNC Machine,Unit 1,Afternoon,99.39,5.59,35.72,89.77,200.03,7.66,1935,33.73,Maintenance,8,No,84,1,33.79,32.61,46.29,59.29,6754,225,36,7,SEN5237,V4.2.1,0,63.676000000000066,27.694240014847384,4.916,24.427999999999997,1
RD838616,2024-04-06 01:31:00,MCH657,Transformer,Unit 3,Night,67.06,5.87,1000.0,42.55,218.63,43.06,1803,15.91,Idle,15,no,60,22,42.93,27.93,39.3,84.97,5622,477,930,4,SEN8666,V4.3.7,1,65.06000000000009,27.646223069344824,5.456000000000001,220.452,1
RD962128,2024-05-15 01:41:00,MCH262,Robot,Factory 2,Morning,64.99,8.56,4.52,60.87,209.59,20.18,1168,24.48,Offline,6,no,20,19,56.69,20.56,39.13,76.94,463,285,403,6,SEN1316,V2.2.9,0,73.47400000000007,15.227466302703581,5.812,217.96999999999997,1
RD196838,2024-02-11 05:57:00,MCH835,Conveyor,Warehouse 2,Morning,63.79,5.15,1.52,71.12,241.85,39.21,1293,39.15,Faulty,15,YES,56,9,96.11,40.89,27.27,40.23,9301,412,576,8,SEN7119,V2.5.3,1,73.92000000000007,14.81844121356808,5.830000000000001,213.152,1
RD954183,2024-06-09 11:10:00,MCH827,Transformer,Warehouse 2,Afternoon,71.06,2.7,7.13,71.29,235.9,12.07,1046,43.34,Offline,16,YES,26,19,21.79,23.15,68.53,74.85,5172,477,299,8,SEN4750,V2.1.7,1,73.25800000000007,14.867167517720823,5.574000000000001,209.77800000000002,1
RD978862,2024-03-21 14:55:00,MCH194,Compressor,Warehouse 1,Afternoon,28.2,9.08,6.58,88.48,249.95,46.57,2716,32.56,Idle,8,Yes,10,5,67.14,28.47,68.55,78.74,4278,173,177,7,SEN8014,V5.6.6,1,43.23600000000007,17.664027853238256,6.272,203.95,1
RD653621,2024-04-13 18:36:00,MCH975,Robot,Factory 1,Night,28.2,8.16,9.83,73.2,244.73,15.77,2594,29.98,Faulty,10,NO,89,21,22.32,38.43,91.11,67.19,9792,44,93,5,SEN5516,V5.8.6,1,43.23600000000007,17.664027853238256,6.730000000000001,5.9159999999999995,1
RD782086,2024-03-19 23:27:00,MCH171,Pump,Unit 3,Day,22.61,5.21,6.97,57.86,234.77,5.93,2616,33.05,Idle,12,YES,69,15,28.57,19.1,84.23,98.81,8518,242,362,4,SEN3468,V5.9.0,0,43.23600000000007,17.664027853238256,6.0600000000000005,6.406000000000001,1
RD156199,2024-03-06 22:06:00,MCH107,Compressor,Plant B,Morning,45.77,6.44,42.61,33.29,201.19,46.58,1797,33.53,Standby,2,Yes,41,13,25.9,17.11,66.83,51.55,4325,403,258,9,SEN9425,V1.2.1,1,43.23600000000007,17.664027853238256,6.3180000000000005,14.624,1
RD796748,2024-06-28 07:35:00,MCH876,Generator,Plant A,Afternoon,64.35,3.23,10.93,38.76,243.28,43.54,2153,11.86,Maintenance,17,YES,41,24,91.53,15.83,46.82,71.93,7326,24,215,5,SEN1784,V2.9.8,1,43.23600000000007,17.664027853238256,6.424000000000001,15.384000000000004,0
RD775923,2024-06-27 04:43:00,MCH671,Hydraulic Press,Plant A,Day,55.25,7.36,44.37,43.44,236.17,38.22,2166,21.54,Offline,19,YES,62,5,27.77,38.59,62.71,43.03,246,493,70,3,SEN2023,V4.5.9,0,43.23600000000007,17.664027853238256,6.080000000000001,22.942,0
RD215041,2024-03-19 13:37:00,MCH490,CNC Machine,Unit 3,Night,31.21,6.19,16.76,87.53,202.72,44.01,1685,43.32,Standby,12,Yes,47,11,91.51,41.43,51.28,66.19,1147,420,234,8,SEN9101,V5.1.4,0,43.83800000000007,17.064604302472908,5.686000000000001,24.328,0
RD520944,2024-05-11 12:42:00,MCH270,Motor,Factory 2,Night,59.63,6.7,11.06,87.53,204.63,25.26,2174,17.53,Faulty,4,yes,18,23,57.09,23.12,44.75,42.09,6181,338,357,5,SEN6538,V5.9.3,0,51.242000000000075,13.128843056414977,5.984,25.146,0
RD838426,2024-03-17 09:17:00,MCH383,Transformer,Plant C,Day,78.2,9.13,26.97,66.14,218.37,45.31,1529,6.96,Offline,20,YES,26,22,35.16,20.83,67.47,64.86,2701,66,4,5,SEN3517,V3.7.6,0,57.72800000000008,17.145816399342866,6.522000000000001,22.018,0
RD251415,2024-04-16 02:39:00,MCH351,Turbine,Plant B,Afternoon,50.65,2.1,18.74,82.0,235.2,32.98,2335,41.63,Maintenance,19,yes,16,22,38.46,42.94,70.1,90.91,7955,348,551,8,SEN9591,V4.0.9,1,54.98800000000007,16.916155591622324,6.296000000000001,23.580000000000002,0
RD228444,2024-06-11 05:22:00,MCH864,Turbine,Unit 2,Day,27.17,8.56,17.32,51.99,213.22,36.93,2761,9.73,Idle,9,No,90,5,97.07,30.74,69.81,90.91,8251,345,654,3,SEN3861,V2.6.5,0,49.37200000000007,20.98035080736202,6.536000000000001,18.169999999999998,0
RD141479,2024-05-02 19:18:00,MCH478,Motor,Plant B,Night,98.84,4.96,33.93,53.79,228.62,37.8,2497,29.75,Running,15,YES,26,13,72.82,40.71,45.29,59.4,7453,366,800,8,SEN3932,V1.4.1,1,62.89800000000007,27.217466267086177,6.290000000000001,21.604000000000003,0
RD904133,2024-06-26 04:00:00,MCH902,Transformer,Unit 2,Afternoon,29.3,5.88,33.12,83.11,212.79,25.24,1987,32.45,Maintenance,7,No,60,0,79.4,19.46,75.58,60.14,2765,200,725,2,SEN6011,V5.8.9,1,56.83200000000007,31.214283108858595,5.736000000000001,26.016000000000002,0
RD992223,2024-04-20 18:58:00,MCH756,CNC Machine,Factory 1,Afternoon,32.42,5.88,17.84,36.82,236.6,25.27,2708,0.82,Standby,18,Yes,89,17,38.64,43.31,79.39,44.31,769,184,196,2,SEN1652,V3.8.6,0,47.67600000000007,30.072905247082073,5.736000000000001,24.19,0
RD331174,2024-02-24 07:50:00,MCH135,Turbine,Plant C,Day,78.41,8.37,48.42,49.89,210.98,38.07,2176,4.37,Running,16,yes,4,13,52.41,19.37,30.17,98.01,5216,228,947,3,SEN6076,V1.8.2,1,53.228000000000065,33.16296533785806,5.736000000000001,30.125999999999998,0
RD276790,2024-03-17 14:25:00,MCH343,Hydraulic Press,Factory 2,Night,40.15,2.14,20.8,49.14,222.63,10.83,1029,21.28,Faulty,2,Yes,70,0,49.2,31.31,73.53,47.21,8712,393,564,8,SEN1221,V1.3.0,0,55.82400000000007,31.054177335746232,5.736000000000001,30.822000000000003,0
RD885856,2024-05-09 08:08:00,MCH774,Robot,Factory 2,Afternoon,30.16,5.83,35.88,51.21,240.43,43.23,2759,17.68,Standby,19,YES,42,23,66.49,15.82,99.87,55.56,5198,317,138,10,SEN2569,V2.7.4,1,42.08800000000007,20.750445055467534,5.736000000000001,31.212,0
RD492368,2024-01-20 18:06:00,MCH119,CNC Machine,Warehouse 2,Morning,75.95,6.46,40.52,51.83,223.37,8.8,2948,2.31,Running,4,Yes,40,20,86.51,44.93,56.21,93.09,6027,188,768,4,SEN6677,V3.2.7,0,51.41800000000008,23.823210740787555,5.736000000000001,32.692,0
RD225579,2024-05-02 23:46:00,MCH882,Robot,Factory 2,Afternoon,83.79,4.79,25.58,82.46,228.44,49.63,1941,10.71,Offline,8,yes,23,13,20.1,28.83,70.34,66.85,6926,175,343,8,SEN2103,V2.2.6,0,61.69200000000008,24.644616450656603,5.518000000000001,34.24,0
RD502346,2024-01-20 23:09:00,MCH730,Compressor,Warehouse 2,Day,24.1,5.42,37.86,73.04,203.2,40.25,2076,1.93,Standby,7,no,87,1,30.49,25.96,94.35,58.59,4975,317,167,1,SEN1317,V1.7.5,0,50.83000000000008,27.263437971025883,4.928000000000002,32.128,0
RD577966,2024-04-15 03:14:00,MCH236,Hydraulic Press,Warehouse 1,Night,27.32,8.3,500.0,32.77,247.98,8.28,2792,46.09,Faulty,13,Yes,44,20,87.34,21.98,44.96,41.38,6397,256,764,7,SEN8659,V4.1.1,0,48.26400000000008,29.06422250809363,6.160000000000001,127.968,1
RD246804,2024-02-13 07:43:00,MCH742,CNC Machine,Warehouse 1,Morning,37.25,5.64,25.17,86.13,215.48,28.66,1511,17.59,Offline,9,YES,25,5,28.01,19.73,38.51,56.45,8311,176,310,4,SEN8099,V1.5.4,0,49.68200000000007,28.117680736504138,6.122000000000001,125.826,1
RD854033,2024-03-12 02:45:00,MCH623,Transformer,factory 2,Morning,44.24,1.93,14.08,85.34,238.57,19.24,2350,5.21,Maintenance,14,yes,68,2,62.66,30.22,46.47,94.84,5370,122,371,2,SEN3070,V3.1.1,0,43.340000000000074,23.983945672052727,5.216,120.53800000000001,1
RD410125,2024-06-25 02:23:00,MCH395,Transformer,Factory 2,Night,35.01,3.37,38.94,40.93,206.15,39.28,2321,48.49,Maintenance,5,No,3,6,60.87,22.26,33.09,58.83,4640,252,805,3,SEN3714,V2.0.5,0,33.584000000000074,8.03441534898328,4.932,123.21,1
RD691253,2024-06-19 17:11:00,MCH901,Pump,Factory 2,Night,61.33,4.31,46.75,40.93,221.22,6.37,2944,48.61,Standby,9,No,55,2,51.48,16.41,89.67,67.32,8566,405,396,3,SEN5859,V2.3.4,0,41.03000000000007,12.853861287565577,4.71,124.98800000000001,1
RD912529,2024-03-09 22:12:00,MCH925,Generator,Warehouse 1,Morning,77.52,1.62,19.86,59.18,229.62,37.27,1438,46.81,Faulty,17,YES,54,7,52.57,38.25,66.57,58.92,6009,48,341,4,SEN4198,V2.8.4,0,51.07000000000007,18.030772307363193,3.374000000000001,28.960000000000015,0
RD318216,2024-03-09 09:22:00,MCH505,Motor,Plant A,Night,91.49,1.16,20.55,89.5,228.68,17.95,1074,47.58,Idle,13,no,20,7,58.7,18.34,98.2,52.07,999,214,334,7,SEN4458,V2.7.1,1,61.91800000000008,23.210038130084445,2.4780000000000006,28.036000000000012,0
RD820848,2024-06-13 06:56:00,MCH337,Transformer,Factory 2,Day,79.52,1.44,11.01,74.37,244.93,26.21,1101,3.37,Idle,7,no,87,11,89.67,34.81,54.63,77.83,8302,421,294,9,SEN7521,V3.8.9,0,68.97400000000007,21.812877618507212,2.3800000000000003,27.422000000000008,0
RD147104,2024-02-26 02:22:00,MCH897,Compressor,Factory 2,Afternoon,49.02,4.58,1.27,34.73,230.21,19.39,1885,19.82,Standby,2,yes,37,8,81.84,23.61,23.94,85.91,417,379,812,2,SEN6069,V4.0.7,0,71.77600000000008,16.647517232307422,2.6220000000000008,19.888000000000012,0
RD360627,2024-06-05 13:09:00,MCH403,Pump,Factory 1,Afternoon,30.56,2.09,47.45,79.99,204.72,33.28,1869,29.53,Faulty,13,NO,37,10,81.84,23.29,40.99,79.5,3177,319,68,0,SEN4826,V4.3.7,0,65.62200000000009,25.044163391895793,2.178000000000001,20.028000000000013,0
RD961412,2024-04-04 01:08:00,MCH793,Conveyor,Plant C,night,53.28,4.87,46.34,50.93,227.56,16.31,1657,3.41,Faulty,5,Yes,37,23,55.59,35.81,50.13,45.38,8578,212,293,0,SEN9303,V3.8.0,0,60.77400000000007,24.50554794327142,2.8280000000000007,25.324000000000012,0
RD441146,2024-01-23 08:11:00,MCH933,Generator,Unit 1,Afternoon,34.83,3.29,18.22,76.81,217.44,36.45,50000,44.07,Standby,5,Yes,30,24,69.77,36.13,77.4,63.29,3653,389,256,5,SEN3898,V1.2.9,0,49.44200000000008,19.29789418563528,3.2540000000000004,24.85800000000001,1
RD116404,2024-05-02 07:03:00,MCH516,Transformer,Plant B,Day,40.13,5.77,18.07,30.16,209.76,10.04,1878,24.21,Offline,18,no,38,14,58.82,24.75,30.47,93.04,7443,231,387,10,SEN9699,V1.9.2,1,41.56400000000008,9.5045741619484,4.12,26.27000000000001,0
RD143566,2024-04-04 04:01:00,MCH455,Conveyor,Plant A,Morning,49.05,3.27,26.4,65.96,243.93,11.65,-500,12.74,Idle,15,YES,88,7,36.63,22.98,66.87,67.7,4622,97,1000,9,SEN6654,V5.8.5,1,41.57000000000007,9.51046528830094,3.8580000000000014,31.29600000000001,0
RD787084,2024-03-16 15:40:00,MCH808,Robot,Plant A,Night,500.0,7.43,6.16,41.97,217.58,31.42,2749,43.5,Faulty,16,NO,17,14,32.38,18.42,89.13,49.75,6630,238,50,7,SEN4100,V5.2.8,0,135.45800000000008,203.9141105220528,4.926,23.03800000000001,1
RD835405,2024-04-24 00:56:00,MCH986,Motor,Unit 3,Afternoon,60.66,1.66,43.08,63.86,234.09,42.25,2102,18.26,Offline,15,yes,66,21,87.13,25.2,74.87,61.82,8408,426,962,2,SEN6140,V1.7.5,0,136.93400000000008,203.19601504458686,4.284000000000001,22.38600000000001,1
RD414399,2024-02-01 04:23:00,MCH733,Hydraulic Press,Plant A,Morning,55.95,4.6,36.67,61.88,240.57,23.71,2321,23.97,Idle,9,Yes,66,4,25.12,18.44,24.12,89.06,4751,234,496,10,SEN5258,V1.1.0,1,141.15800000000007,200.74763552779385,4.546000000000001,26.07600000000001,1
RD300187,2024-06-15 11:30:00,MCH934,Compressor,Plant C,Day,46.51,4.54,20.58,45.49,217.72,11.9,1577,1.6,Faulty,5,no,46,0,69.19,16.0,62.79,80.88,8397,402,620,7,SEN5054,V4.5.4,1,142.43400000000005,199.9636835277845,4.3,26.57800000000001,1
RD992797,2024-03-23 20:07:00,MCH948,Pump,Plant C,Morning,97.86,9.45,15.66,46.5,218.27,25.91,1623,1.6,Faulty,3,no,14,8,46.65,28.61,58.05,87.83,9310,176,732,1,SEN2612,V5.0.1,1,152.19600000000008,195.4045071895732,5.536,24.43000000000001,1
RD882907,2024-01-30 03:26:00,MCH689,Hydraulic Press,Plant B,Afternoon,27.66,2.2,31.34,61.98,206.98,31.45,2906,15.61,Maintenance,20,no,81,17,58.81,30.8,66.12,86.55,6586,455,232,1,SEN2497,V3.2.5,0,57.728000000000065,25.750065436809273,4.49,29.466000000000008,0
RD142628,2024-03-04 21:44:00,MCH751,Pump,Factory 2,Night,87.14,3.07,22.95,50.47,206.98,24.03,1332,23.54,Maintenance,13,NO,66,4,21.69,16.38,46.01,75.61,7263,41,840,2,SEN4199,V5.0.2,0,63.02400000000007,29.019366464482975,4.772,25.440000000000012,0
RD185178,2024-06-28 07:00:00,MCH424,Motor,Plant B,Morning,62.71,9.34,32.86,35.19,201.14,10.18,1089,19.94,Running,1,Yes,66,3,66.73,27.25,93.55,56.93,1948,428,787,9,SEN2930,V2.2.1,0,64.37600000000006,28.763745062143055,5.720000000000001,24.67800000000001,0
RD645776,2024-01-31 10:15:00,MCH678,CNC Machine,Unit 2,Night,83.99,7.49,37.88,51.13,213.82,30.32,2162,22.6,Offline,16,yes,57,0,62.19,20.44,66.48,56.42,8656,240,590,8,SEN9993,V3.2.9,1,71.87200000000007,27.81176495657833,6.3100000000000005,28.138000000000012,0
RD587101,2024-04-21 09:27:00,MCH779,Generator,Unit 1,Night,49.85,7.73,35.02,69.67,205.11,7.94,2146,36.4,Faulty,8,YES,1,18,33.94,43.75,93.33,53.26,8115,238,412,2,SEN8277,V5.7.0,0,62.270000000000074,24.711219111973392,5.966000000000001,32.01000000000001,0
RD440215,2024-05-05 21:05:00,MCH395,Turbine,Warehouse 1,Morning,50.35,9.99,32.68,42.82,229.07,33.73,2385,27.95,Maintenance,14,NO,15,3,64.92,26.64,31.91,82.72,2703,213,588,2,SEN6580,V4.5.0,0,66.80800000000006,17.91538779931818,7.524000000000001,32.27800000000001,0
RD320824,2024-04-19 11:30:00,MCH215,CNC Machine,Factory 2,Day,35.18,4.28,19.03,45.19,217.13,34.6,2251,42.35,Running,17,yes,53,24,88.59,24.56,29.34,77.7,7244,375,805,3,SEN7810,V4.0.4,0,56.41600000000007,18.240177630712896,7.766000000000001,31.494000000000018,0
RD337709,2024-06-03 09:15:00,MCH683,Hydraulic Press,Unit 2,Day,57.16,6.08,36.17,82.06,223.3,24.13,1287,45.78,Running,18,NO,56,13,96.49,18.92,63.14,85.38,9505,224,834,0,SEN3186,V4.2.3,0,55.306000000000076,17.927596883016953,7.114000000000002,32.83400000000002,0
RD613179,2024-01-27 01:11:00,MCH605,Pump,Warehouse 1,Night,57.85,1.85,36.17,88.95,223.4,38.76,1020,46.09,Offline,8,Yes,70,18,90.23,16.99,59.83,82.62,5005,326,758,2,SEN9584,V5.4.0,0,50.07800000000007,9.119143051842068,5.986000000000001,32.83400000000002,0
RD740416,2024-04-20 06:13:00,MCH281,Motor,Plant C,Day,24.4,1.42,19.92,59.92,243.84,48.76,1789,16.88,Standby,12,no,30,24,46.03,19.86,47.88,46.29,8458,115,813,0,SEN2916,V3.4.4,0,44.98800000000007,14.683343284142063,4.724,32.83400000000002,0
RD628926,2024-05-02 18:34:00,MCH883,Pump,Factory 2,Night,46.89,1.05,27.43,73.98,217.62,42.44,2222,32.22,Idle,7,YES,72,15,48.9,30.97,60.47,68.73,4794,190,358,2,SEN8070,V1.4.2,0,44.29600000000006,14.44709763239523,2.936000000000001,32.83400000000002,0
RD116614,2024-02-25 14:23:00,MCH245,Robot,Warehouse 2,Morning,73.88,1.08,40.35,52.39,213.05,15.52,2767,20.83,Maintenance,20,no,7,1,94.54,40.78,45.57,66.63,6982,19,489,1,SEN3462,V1.8.3,0,52.03600000000007,18.21708072112432,24.848000000000003,32.83400000000002,1
RD561114,2024-04-01 13:39:00,MCH941,Robot,Plant A,Afternoon,44.28,1.08,40.3,71.23,248.46,29.12,1758,22.44,Maintenance,2,YES,22,4,96.16,39.89,24.13,80.0,4950,469,884,9,SEN2581,V2.9.7,0,49.46000000000007,18.222029250332124,24.848000000000003,32.83400000000002,1
RD991554,2024-03-07 05:59:00,MCH697,Robot,Plant A,Morning,70.53,9.85,32.76,83.69,224.65,10.67,1006,18.89,Maintenance,7,NO,3,11,37.64,38.83,47.51,65.92,2930,474,315,10,SEN9958,V5.8.0,0,51.99600000000007,20.430159813372956,24.848000000000003,32.15200000000001,1
RD182914,2024-03-07 09:11:00,MCH982,CNC Machine,Plant B,Morning,58.99,4.28,3.75,48.75,211.8,5.49,2678,2.48,Maintenance,17,No,67,11,90.34,28.46,56.62,48.58,3114,471,527,9,SEN9000,V3.8.5,0,58.914000000000065,13.394485059156207,24.848000000000003,28.918000000000013,1
RD641959,2024-06-03 23:17:00,MCH494,Compressor,Plant A,Morning,67.53,9.03,44.17,54.32,200.09,17.35,1259,48.25,Standby,17,NO,55,22,37.15,21.75,52.93,51.78,6086,417,356,0,SEN6198,V2.5.1,1,63.04200000000007,11.854386108101872,24.848000000000003,32.266000000000005,1
RD560903,2024-06-27 07:31:00,MCH874,Motor,Warehouse 2,Night,56.83,100.0,14.23,62.18,212.53,26.58,1419,46.13,Faulty,5,yes,22,8,26.22,24.02,30.48,53.75,9334,431,886,6,SEN9717,V5.3.7,0,59.632000000000076,10.308880637584222,24.848000000000003,27.042000000000012,1
RD871520,2024-04-08 00:30:00,MCH512,Hydraulic Press,Warehouse 2,Afternoon,45.26,7.68,37.98,69.36,242.57,20.51,1324,39.17,Maintenance,18,NO,89,6,35.13,43.54,89.28,59.26,8189,211,749,5,SEN2806,V1.9.5,0,59.82800000000007,9.946990499641531,26.168,26.57800000000001,1
RD268862,2024-04-04 20:32:00,MCH750,Hydraulic Press,Factory 1,Day,51.56,7.64,19.32,78.52,208.02,20.52,1491,16.78,Running,18,Yes,63,3,79.58,30.84,84.09,42.0,8263,59,773,7,SEN4760,V5.8.9,1,56.03400000000007,8.331046152792524,25.726000000000006,23.890000000000008,1
RD251602,2024-03-14 11:06:00,MCH606,Hydraulic Press,Unit 1,Day,53.59,9.52,46.52,37.57,204.62,30.8,1854,31.3,Idle,19,no,47,10,55.72,39.35,92.87,44.89,7694,222,180,9,SEN2863,V5.5.4,0,54.954000000000065,8.201044445676366,26.774,32.44400000000001,1
RD869959,2024-03-15 11:16:00,MCH658,Robot,Warehouse 1,Afternoon,27.68,9.2,12.48,69.76,215.88,28.16,1453,18.56,Standby,6,no,13,23,69.0,31.27,81.7,98.37,8567,296,902,7,SEN6898,V4.3.1,1,46.98400000000007,11.58813315422116,26.808000000000003,26.106000000000012,1
RD738017,2024-02-22 00:53:00,MCH787,Generator,Unit 3,Day,31.35,2.18,45.53,38.17,233.54,37.29,2272,9.95,Maintenance,10,No,10,20,43.27,31.34,78.97,81.44,6550,328,679,10,SEN5135,V3.8.8,0,41.888000000000076,11.776793706266572,7.244000000000002,32.36600000000001,0
RD309158,2024-06-13 09:05:00,MCH896,Hydraulic Press,Warehouse 2,Afternoon,99.52,1.87,25.39,74.54,211.84,7.84,2646,15.25,Running,17,no,39,13,43.27,18.64,21.48,70.15,7310,327,69,6,SEN9680,V5.3.9,0,52.740000000000066,28.618259031603568,6.0820000000000025,29.848000000000013,0
RD671022,2024-04-07 22:45:00,MCH278,Compressor,Unit 1,Morning,20.36,3.84,10.7,45.87,210.6,16.87,2674,0.61,Idle,13,no,44,10,40.95,25.42,85.0,86.55,7213,412,297,1,SEN7953,V2.8.2,0,46.50000000000007,32.12632487540334,5.322000000000003,28.124000000000013,0
RD810374,2024-06-16 19:41:00,MCH179,Compressor,Unit 3,Afternoon,70.44,9.26,7.12,63.95,224.01,17.95,1814,35.18,Faulty,3,no,75,12,85.97,32.78,84.56,78.52,2261,479,659,9,SEN6320,V4.8.0,0,49.87000000000006,33.89127468833179,5.270000000000003,20.24400000000001,0
RD418171,2024-03-01 20:17:00,MCH109,Compressor,Unit 2,Morning,47.38,7.61,29.21,70.04,223.89,13.59,2789,4.21,Running,12,No,11,5,41.16,35.0,58.28,83.41,7994,267,387,1,SEN9711,V4.6.4,0,53.81000000000006,31.743739540261465,4.9520000000000035,23.59000000000001,0
RD519571,2024-06-10 16:10:00,MCH453,Pump,Unit 2,Morning,21.86,1.22,48.62,83.51,211.9,22.92,2423,26.23,Standby,12,Yes,45,11,75.86,36.91,83.69,62.27,8232,73,29,2,SEN8187,V4.6.0,0,51.91200000000007,33.64891855617294,4.760000000000003,24.20800000000001,0
RD240766,2024-04-13 03:15:00,MCH365,Generator,Factory 1,Afternoon,94.0,2.67,37.98,46.85,231.47,41.8,1229,1.86,Maintenance,11,No,38,0,79.43,23.81,68.83,83.35,5271,469,966,9,SEN2479,V5.1.8,1,50.808000000000064,31.732408039730604,4.9200000000000035,26.72600000000001,0
RD482827,2024-03-13 00:56:00,MCH404,Conveyor,Warehouse 1,Day,47.39,4.87,44.81,80.18,200.95,24.99,1224,3.29,Maintenance,14,No,23,23,39.68,29.85,41.12,76.87,6286,461,317,7,SEN3704,V4.1.6,0,56.21400000000007,27.23169440192731,5.126000000000003,33.548000000000016,0
RD244063,2024-02-08 22:03:00,MCH127,Transformer,Unit 2,Night,76.22,8.32,20.12,37.24,220.26,17.27,1542,0.92,Idle,13,No,71,2,33.45,29.04,49.08,66.21,2426,57,289,9,SEN5385,V3.4.3,0,57.370000000000076,28.095551249262915,4.938000000000002,36.14800000000001,0
RD423400,2024-06-09 23:34:00,MCH144,Pump,Unit 3,Night,64.64,2.36,13.62,62.31,211.58,19.95,2292,46.59,Idle,20,no,17,1,69.24,37.25,83.6,95.26,5437,119,396,1,SEN2412,V4.7.1,0,60.822000000000074,27.617527405616144,3.8880000000000026,33.03000000000001,0
RD797913,2024-01-25 20:00:00,MCH494,Turbine,Plant B,Day,29.86,2.71,4.57,43.91,225.03,5.73,2654,43.7,Maintenance,7,NO,42,13,81.46,24.03,23.67,73.95,6623,480,87,3,SEN9841,V4.1.7,0,62.42200000000006,24.893368996581373,4.186000000000003,24.220000000000013,0
RD180739,2024-05-21 16:40:00,MCH654,Robot,Warehouse 2,Afternoon,48.43,5.23,14.74,63.01,240.88,28.85,2026,17.96,Running,17,yes,29,6,71.93,16.37,72.92,57.44,121,212,431,9,SEN5610,V3.2.2,0,53.30800000000007,17.762321638793715,4.698000000000002,19.57200000000001,0
RD956381,2024-06-25 16:34:00,MCH286,Compressor,Unit 2,Afternoon,29.79,6.15,32.46,43.1,222.9,38.77,2692,32.1,Idle,10,yes,31,11,25.72,30.69,74.58,60.82,6278,354,564,1,SEN8326,V2.5.8,0,49.78800000000007,20.725116887486056,4.954000000000003,17.10200000000001,0
RD355206,2024-02-07 20:36:00,MCH950,Compressor,Unit 1,Night,58.17,1.38,3.45,80.58,222.9,35.42,2654,37.27,Maintenance,8,yes,73,6,46.85,27.04,86.84,57.29,7275,312,980,10,SEN8799,V1.0.1,0,46.17800000000007,16.004442195839253,3.5660000000000034,28.71800000000001,0
RD535810,2024-04-08 16:10:00,MCH458,CNC Machine,Plant B,Morning,92.15,4.02,3.45,49.33,218.42,36.49,2952,42.58,Idle,12,yes,75,6,50.96,25.27,79.98,59.52,7759,285,518,8,SEN8980,V2.2.6,0,51.680000000000064,25.71861193766024,3.8980000000000032,28.71800000000001,0
RD196781,2024-05-10 15:17:00,MCH749,Robot,Warehouse 2,Morning,47.43,7.19,42.65,60.32,212.56,45.87,1104,0.68,Idle,9,No,56,17,76.45,31.83,28.95,96.7,2542,279,36,5,SEN3426,V4.2.0,0,55.19400000000006,23.054268151471632,4.794000000000002,28.71800000000001,0
